date,pango_lineage
2022-10-31,BA.5.2.25
2022-10-30,BA.4
2022-10-31,BA.5.1.7
2022-10-31,BA.5.1.5
2022-10-31,BA.4.6.5
2022-11-01,BA.5.2
2022-10-31,BA.4.6
2022-10-31,BA.5.2.22
2022-10-31,BA.5.2.1
2022-12-03,BQ.1.1
2022-12-02,BA.5.2.1
2022-12-02,BW.1
2022-12-01,BA.5.2
2022-12-02,BQ.1
2022-12-03,BQ.1
2022-12-03,BA.5.2
2022-12-03,BQ.1.1
2022-12-03,BA.5.1.1
2022-12-04,BF.5
2022-12-02,BA.5.1
2022-12-04,BQ.1.13
2022-12-02,BQ.1.1.40
2022-12-03,BQ.1.1
2022-12-04,BQ.1
2022-12-04,BF.7.23
2022-12-05,BF.7.5
2022-12-05,BN.1.10
2022-12-01,BQ.1.1
2022-12-01,BQ.1.12
2022-12-01,BA.5.2.1
2022-12-05,BQ.1.1.40
2022-12-05,BQ.1
2022-12-05,BF.11.3
2022-12-05,BA.5.2
2022-12-01,BA.5.2.1
2022-12-01,BA.5.2.1
2022-12-01,BA.5.2.1
2022-12-06,BA.5.10
2022-12-07,BQ.1.1.68
2022-12-07,XBM
2022-12-07,CK.1
2022-12-07,BQ.1.1.1
2022-12-06,BQ.1
2022-12-07,BF.39
2022-12-05,BQ.1.1.3
2022-12-05,BA.5.2
2022-12-06,BF.25
2022-12-03,BF.7
2022-12-05,BA.5.2
2022-12-05,BA.5.2.13
2022-12-05,BF.7
2022-12-05,BF.7
2022-12-06,BQ.1.1
2022-12-06,BA.5.2.1
2022-12-05,BQ.1.11
2022-12-05,BQ.1
2022-12-05,CN.1
2022-12-04,BQ.1.8
2022-12-05,BQ.1.1
2022-12-03,BA.5.2.1
2022-12-05,BQ.1.1.40
2022-12-06,BF.28
2022-12-05,BQ.1.1.40
2022-12-05,XBB
2022-12-06,BF.11
2022-12-05,BQ.1.1.4
2022-12-05,BA.5.2.34
2022-12-05,BE.1.2.1
2022-12-05,BN.1.2.4
2022-12-06,BQ.1.1
2022-12-05,BQ.1
2022-12-05,BQ.1
2022-12-05,BQ.1
2022-12-05,BY.1
2022-12-04,BQ.1.1
2022-12-03,BF.7.7
2022-12-03,BA.5.1
2022-12-06,BQ.1.30
2022-12-05,BQ.1
2022-12-05,BQ.1.1.7
2022-12-05,CK.2.1
2022-12-05,BQ.1.13
2022-12-02,BF.7.4
2022-12-05,BQ.1.1.40
2022-12-02,BF.7.4
2022-12-05,BQ.1.1
2022-12-05,BA.5.2
2022-12-05,BQ.1.1
2022-12-05,BF.7.4.1
2022-12-05,BQ.1.1.1
2022-12-02,BQ.1.1.55
2022-12-04,BA.5.2
2022-12-07,BQ.1.1.28
2022-12-07,BQ.1.1.28
2022-11-29,BF.7
2022-12-05,BA.5.2.63
2022-12-05,XBB.1
2022-12-05,BQ.1.10.1
2022-12-06,BQ.1
2022-12-03,BQ.1.1
2022-12-05,BF.7
2022-12-04,BQ.1.1
2022-12-05,BF.7
2022-12-05,BQ.1.1
2022-12-04,BE.1.2.1
2022-12-05,BQ.1.1.3
2022-12-04,BQ.1.1
2022-12-04,BQ.1.1
2022-12-05,BQ.1.1
2022-12-05,BQ.1.1
2022-12-05,BQ.1.1
2022-12-03,BA.5.1.7
2022-12-05,BQ.1
2022-12-06,BF.7
2022-12-05,XBB
2022-12-05,BQ.1.1
2022-12-08,BQ.1.1
2022-12-06,BQ.1.1.5
2022-12-05,BQ.1.2
2022-12-05,BQ.1
2022-12-05,BF.7
2022-12-05,BQ.1.1
2022-12-06,CV.1
2022-12-04,BQ.1.1
2022-12-05,BE.1.2.1
2022-12-06,BQ.1.1
2022-12-05,BF.7
2022-12-05,BQ.1.1
2022-12-04,BQ.1.1
2022-12-05,BQ.1.1
2022-12-05,BQ.1.1
2022-12-03,BQ.1.1
2022-12-02,BF.7.4
2022-12-05,BQ.1.1
2022-12-06,BF.36
2022-12-06,BQ.1.1.7
2022-12-05,EE.3
2022-12-06,BQ.1.1.3
2022-12-06,BM.1.1.4
2022-12-05,BQ.1.25
2022-12-05,BF.7
2022-11-28,BQ.1.2
2022-12-05,BQ.1.1.55
2022-12-06,BQ.1.1.1
2022-12-06,BQ.1.1
2022-12-03,BA.5.2
2022-12-04,BQ.1
2022-11-25,BQ.1.1.7
2022-11-25,BA.5.2.1
2022-11-24,BQ.1
2022-11-24,BQ.1.1.10
2022-11-25,BA.5.2.1
2022-11-25,BF.7.23
2022-11-24,BQ.1.1
2022-11-23,BQ.1.1
2022-11-24,BQ.1.1
2022-11-25,BQ.1.2
2022-11-26,BA.5.1.33
2022-11-25,CK.1
2022-11-23,BQ.1.25
2022-11-25,BQ.1.1.1
2022-11-25,BA.2
2022-12-01,BA.4.6
2022-11-28,BA.5.1
2022-12-01,BA.5.2
2022-11-28,BA.5.2
2022-11-29,BA.5.2
2022-11-30,BE.1.1
2022-11-28,BQ.1.1
2022-11-28,BQ.1
2022-11-30,BQ.1.1
2022-12-01,BQ.1.1
2022-11-30,BQ.1.1
2022-12-01,BQ.1.1
2022-12-01,BQ.1.1
2022-12-02,BQ.1.1
2022-11-30,BQ.1.1
2022-12-02,ED.2
2022-11-27,BQ.1.2
2022-12-01,BF.7.4
2022-12-06,BQ.1
2022-12-03,BQ.1.1
2022-12-03,BQ.1.1
2022-12-04,BQ.1.1
2022-12-03,BQ.1.1.5
2022-12-04,BQ.1.1
2022-12-12,EE.3
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1.40
2022-12-12,BF.7.24
2022-10-18,BA.5.1.24
2022-10-18,BQ.1
2022-10-19,BA.5.2.1
2022-10-19,BA.5.2
2022-10-20,BA.4.6
2022-10-20,BA.4.6
2022-10-19,BA.5.6
2022-10-17,BA.5.2.1
2022-10-19,BF.10
2022-10-19,BQ.1
2022-10-19,BQ.1
2022-10-19,BA.5.1
2022-10-19,BA.4.6
2022-10-19,BA.4.6
2022-10-19,BA.5.5
2022-10-19,BA.5.2.1
2022-10-19,BA.4.6
2022-10-21,BQ.1.1.8
2022-10-20,BQ.1
2022-10-20,BA.5.2.1
2022-10-21,BF.10
2022-10-22,BA.5.2.3
2022-10-22,BA.5.2.3
2022-10-18,BA.5.2.3
2022-10-20,BA.5.2.1
2022-10-21,BF.21
2022-10-22,BQ.1
2022-10-27,BA.5.2
2022-10-23,BA.5.1.30
2022-11-01,BF.7
2022-11-01,BQ.1.13
2022-10-23,BQ.1.13
2022-10-24,BA.5.2.13
2022-11-01,BA.5.6
2022-10-23,BQ.1.13
2022-10-26,BA.5.1.1
2022-10-28,BQ.1.13
2022-10-24,BA.5.2.1
2022-10-24,BA.5.2.1
2022-11-01,BE.1.2.1
2022-10-23,BE.1.2.1
2022-10-25,BQ.1
2022-10-26,BQ.1.1
2022-10-27,BA.5.2.1
2022-10-23,BQ.1.13
2022-10-25,BQ.1.16
2022-10-25,BF.11
2022-10-26,BQ.1
2022-10-25,BQ.1.10.1
2022-11-01,BA.5.3.3
2022-10-28,BF.5
2022-10-24,BA.5.3.3
2022-10-22,BF.7
2022-10-24,BA.5.2.1
2022-10-26,BA.5.2
2022-10-26,BA.5.2
2022-10-24,BA.5.2.1
2022-10-26,BA.5.1.2
2022-10-24,BF.10
2022-11-01,BQ.1.13
2022-10-26,BA.5.2.31
2022-10-26,BF.7.6
2022-10-26,BQ.1.2
2022-11-01,BA.5.1
2022-10-25,BA.5.2
2022-10-27,BA.5.2.53
2022-10-23,BQ.1.5
2022-10-24,BA.5.2.1
2022-10-24,BA.5.2.1
2022-10-23,BA.5.2
2022-10-24,BA.5.2.1
2022-10-24,BQ.1.13
2022-10-24,BA.5.2.1
2022-10-24,BA.5.10
2022-10-24,BA.5.2.1
2022-10-31,BA.5.2
2022-10-24,BA.5.1
2022-10-31,BA.5.2
2022-10-25,BA.5.1
2022-11-01,BQ.1
2022-10-24,BQ.1.13
2022-10-24,BQ.1.13
2022-10-23,BQ.1.13
2022-10-24,BA.5.2.1
2022-10-24,BA.5.2
2022-10-24,BA.5.1.12
2022-10-25,BA.5.2
2022-11-01,BN.1
2022-11-01,BA.5.3.3
2022-11-01,BA.5.3.3
2022-11-01,BA.5.2.1
2022-10-26,BA.5.2.1
2022-10-26,BA.5.2.1
2022-11-01,BA.5.2.25
2022-10-29,BA.5.1
2022-10-23,BF.7
2022-10-27,BF.41
2022-10-26,BF.41
2022-10-26,BF.7
2022-11-01,BA.5.2.1
2022-10-31,BF.5
2022-10-31,CV.1
2022-10-31,BF.5
2022-10-30,BA.5.1
2022-11-01,BA.5.2.1
2022-10-29,BF.28
2022-10-29,CK.1
2022-10-30,BA.5.2.20
2022-11-01,BF.5
2022-10-29,BA.5.2
2022-11-01,BQ.1.5
2022-10-29,BA.5.2
2022-10-30,BA.5.2
2022-10-30,BQ.1.2
2022-10-31,BA.5.2
2022-10-28,BA.5.2.1
2022-11-01,BA.5.2.35
2022-11-01,BA.5.2.22
2022-10-31,BQ.1
2022-11-01,BQ.1
2022-10-31,BA.5.2.1
2022-11-01,XBB
2022-10-30,BF.4
2022-10-31,BA.5.2.1
2022-10-31,CE.1
2022-10-31,BA.5.1
2022-11-01,BA.5.1.3
2022-11-01,BN.6
2022-11-01,BN.3.1
2022-11-02,BF.7
2022-10-27,BA.5.1.7
2022-10-24,BF.11
2022-10-24,BA.5.2
2022-10-29,BF.10
2022-10-16,BA.5.2.1
2022-10-16,BA.5.1.30
2022-10-21,BA.4.6
2022-10-27,BA.5.2.1
2022-10-21,BA.4.6
2022-10-21,BA.5.2.1
2022-10-27,BA.5.2.1
2022-10-27,BA.5.2
2022-10-27,BA.5.1.7
2022-10-21,BA.5.2.21
2022-10-22,BQ.1
2022-10-20,BA.5.2.1
2022-10-24,BA.5.2.26
2022-10-24,BQ.1.14
2022-10-24,BA.5.2.26
2022-10-24,BQ.1.1
2022-10-24,BA.2.75.2
2022-10-23,BA.5.2
2022-10-24,BE.1.1
2022-10-24,BE.1.1
2022-10-24,CM.2
2022-10-24,BA.5.2.3
2022-10-24,BA.5.2.3
2022-10-20,BA.5.2
2022-10-21,CK.1
2022-10-24,BF.31.1
2022-10-24,BF.9
2022-10-24,BF.21
2022-10-24,BA.5.1.2
2022-10-22,BF.21
2022-10-23,BF.28
2022-10-24,BA.5.1.2
2022-10-22,BA.5.2.20
2022-10-22,BF.31.1
2022-10-24,BF.31.1
2022-10-22,BA.5.2.27
2022-10-24,XBB.3
2022-10-24,BA.2.75.2
2022-10-24,BA.2.75.2
2022-10-24,BA.5.1.1
2022-10-24,BA.5.1.1
2022-10-24,BA.5.1.1
2022-10-21,BA.5.6
2022-10-24,BA.5.2.1
2022-10-24,BA.4.6
2022-10-24,BA.5.2.1
2022-10-24,BA.4.6
2022-10-24,BA.2.75.2
2022-10-24,BA.2.75.2
2022-10-24,BE.1.1
2022-10-24,BQ.1
2022-10-23,BA.2.75.2
2022-10-24,BA.2.75.2
2022-10-24,BA.2.75.2
2022-10-24,BA.5.2.1
2022-10-24,BF.31.1
2022-10-25,BA.5.2
2022-10-22,BA.5.1
2022-10-23,BA.2.75.2
2022-10-25,BF.11.3
2022-10-25,BA.5.1
2022-10-21,BA.5.1.2
2022-10-25,BA.5.2.3
2022-10-25,BA.5.2.3
2022-10-25,BF.7
2022-10-25,BA.5.2
2022-10-24,BQ.1.1
2022-10-24,BQ.1.1
2022-10-25,BQ.1.1
2022-10-25,BQ.1.2
2022-10-25,BK.1
2022-10-25,BA.5.2.1
2022-10-25,BA.5.2.13
2022-10-25,BA.5.1.23
2022-10-25,BQ.1.13
2022-10-23,BF.5
2022-10-24,BA.5.2.21
2022-10-25,BA.5.2
2022-10-26,BF.7
2022-10-25,BA.5.2.1
2022-10-25,BA.5.2.1
2022-10-25,BA.5.2
2022-10-25,BA.5.2.1
2022-10-25,BA.5.2.1
2022-10-25,BA.5.2.1
2022-10-26,BA.5.2.3
2022-10-26,BA.5.2.3
2022-10-26,BA.5.2.25
2022-10-26,BA.5.2.3
2022-10-26,BN.1
2022-10-26,BQ.1.1
2022-10-26,BA.5.2.3
2022-10-25,BF.5
2022-10-25,BQ.1.1
2022-10-25,BA.5.2
2022-10-26,BE.1.4
2022-10-26,BF.10
2022-10-26,BA.4.6
2022-10-26,BF.5
2022-10-26,BF.31.1
2022-10-26,BF.39
2022-10-26,BF.31.1
2022-10-26,BA.5.1.23
2022-10-26,BQ.1.1.67
2022-10-26,BF.31.1
2022-10-26,BA.5.2.1
2022-10-26,BA.4.6
2022-10-31,BQ.1.12
2022-10-31,BQ.1.12
2022-10-30,BQ.1.12
2022-10-30,BQ.1.1
2022-10-31,BQ.1.14
2022-10-31,XBH
2022-10-30,BA.5.1
2022-10-24,BQ.1.12
2022-10-30,BF.11
2022-10-25,BA.5.2.1
2022-10-25,BQ.1.1
2022-10-23,BQ.1.10.1
2022-10-25,BF.5
2022-10-29,BQ.1.1
2022-10-26,BA.5.2.2
2022-12-31,BQ.1.1.69
2022-12-29,BQ.1.1
2022-12-30,BQ.1.1
2022-12-29,BQ.1.1
2022-12-14,BQ.1
2022-12-14,BQ.1.1.67
2022-12-13,BQ.1.2
2022-12-15,BQ.1.1.4
2022-12-14,BQ.1.30
2022-12-13,BA.5.2
2022-12-13,BQ.1.2
2022-12-15,BQ.1
2022-12-15,BQ.1.1
2022-12-15,BQ.1.13.1
2022-12-14,BA.5.2.6
2022-12-15,BQ.1.10.1
2022-12-14,CM.8.1
2022-12-14,BQ.1.1.40
2022-12-14,BA.5.2.22
2022-12-14,BF.7.6
2022-12-15,BF.7
2022-12-15,BQ.1.25.1
2022-12-15,BQ.1.25.1
2022-12-15,BQ.1.25.1
2022-12-14,BQ.1.3
2022-12-14,BQ.1.1.10
2022-12-14,BQ.1.1.10
2022-12-12,BQ.1.1.10
2022-12-14,BQ.1.1.10
2022-12-14,BQ.1.1.10
2022-12-15,BA.5.1
2022-12-14,BQ.1.1.10
2022-12-14,BQ.1.1.10
2022-12-13,BF.7
2022-12-14,BF.7
2022-12-14,BF.7
2022-12-13,BF.7
2022-12-14,BQ.1.1.3
2022-12-14,BQ.1
2022-12-14,BQ.1.25.1
2022-12-15,BF.11
2022-12-15,BA.4.6
2022-12-09,BA.4.6
2022-12-12,BA.4.6
2022-12-15,BF.11
2022-12-14,BQ.1.1.10
2022-12-14,BF.11
2022-12-13,BA.5.1.27
2022-12-14,BQ.1.1
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1.3
2022-12-15,BQ.1
2022-12-15,BQ.1.1
2022-12-12,BA.5.2.13
2022-12-13,CK.1
2022-12-12,BQ.1
2022-12-13,BQ.1.1.10
2022-12-13,BN.1.3
2022-12-13,BF.27
2022-12-13,BA.5.2.6
2022-12-11,BQ.1.14
2022-12-11,BF.7.4
2022-12-12,BA.2.3.20
2022-12-13,BQ.1.1.5
2022-12-12,BQ.1.1.40
2022-12-12,BF.7.23
2022-12-12,BA.5.9
2022-12-13,BW.1.1
2022-12-12,BQ.1.10
2022-12-14,BA.5.1
2022-12-14,BQ.1.13
2022-12-14,BQ.1.13
2022-12-13,BA.5.2.28
2022-12-13,BQ.1.12
2022-12-12,BQ.1.1.4
2022-12-12,CK.3
2022-12-06,BQ.1
2022-12-08,BQ.1.13
2022-12-12,BQ.1.1.3
2022-12-14,BQ.1.1
2022-12-13,BA.5.2.13
2022-12-11,BA.5.1
2022-12-13,BQ.1.13
2022-12-13,BQ.1
2022-12-11,BQ.1
2022-12-11,BQ.1.1
2022-12-13,BQ.1.1
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1
2022-12-11,BQ.1
2022-12-13,BF.7.6
2022-12-15,BQ.1.2
2022-12-14,BQ.1.1.7
2022-12-15,BQ.1.1
2022-12-15,EE.3
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-12-15,BQ.1.2
2022-12-14,BA.5.2.1
2022-12-14,BF.11.3
2022-12-15,BF.7.23
2022-12-15,BA.5.2.1
2022-12-15,CA.7
2022-12-15,BQ.1.1
2022-12-15,BQ.1.13
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-12-14,BQ.1.1
2022-12-15,BE.1.2.1
2022-12-15,BQ.1.1
2022-12-14,BF.11.3
2022-12-14,BA.2.3.20
2022-12-13,BQ.1.1
2022-12-13,BQ.1.1
2022-12-13,BQ.1.1
2022-12-13,BQ.1
2022-12-16,BQ.1.1
2022-12-17,CN.2
2022-12-17,BR.2.1
2022-12-18,BQ.1
2022-12-17,BQ.1.1
2022-12-18,BQ.1
2022-12-14,BA.5.2.3
2022-12-16,BF.5
2022-12-16,BF.5
2022-12-15,BQ.1
2022-12-14,BQ.1.1.7
2022-12-17,BA.5.2.35
2022-12-17,BQ.1.1
2022-12-17,BQ.1.1.1
2022-12-13,BQ.1
2022-12-16,BQ.1
2022-12-15,BQ.1.1.11
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-12-16,BQ.1.1.40
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-11-15,BA.5.2.6
2022-12-15,BA.5.2.6
2022-12-15,BA.5.2.6
2022-12-15,BA.5.2.6
2022-12-15,BA.5.2.6
2022-12-16,BQ.1.13
2022-12-16,BQ.1.13
2022-12-15,BQ.1
2022-12-16,BQ.1.1
2022-12-16,BQ.1.1
2022-12-16,BA.5.2.1
2022-12-16,BQ.1.1
2022-12-15,BQ.1.1
2022-12-17,BQ.1.13
2022-12-17,BA.5.3.1
2022-12-16,BQ.1.1
2022-12-17,BF.11
2022-12-16,BQ.1.1
2022-12-16,BQ.1.1
2022-12-16,BQ.1.1
2022-12-16,BQ.1.1
2022-12-16,BQ.1.1
2022-12-16,BQ.1.1
2022-12-16,BQ.1.1
2022-12-13,BQ.1
2022-12-17,BF.7.6
2022-12-16,BQ.1.1
2022-12-17,BQ.1
2022-12-17,BQ.1.1
2022-12-17,BQ.1.12
2022-12-12,CA.5
2022-12-16,BQ.1
2022-12-16,BQ.1.1
2022-12-16,BW.1
2022-12-14,BF.7.5
2022-12-14,BQ.1.1.40
2022-12-14,BQ.1.13
2022-12-16,BF.11.1
2022-12-15,CH.1.1.11
2022-12-13,BQ.1.1
2022-12-14,BQ.1.1.1
2022-12-15,BF.11
2022-12-16,BQ.1.1
2022-12-14,BQ.1.13
2022-12-16,BQ.1.1.69
2022-12-17,BQ.1.1
2022-12-16,BQ.1.1
2022-12-17,BE.1.2.1
2022-12-13,BQ.1.1
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-12-14,BE.9
2022-12-16,BF.11
2022-12-16,BQ.1.1
2022-12-16,BA.5.2
2022-12-15,BQ.1.13.1
2022-12-14,BQ.1.12
2022-12-15,BQ.1.1
2022-12-15,BQ.1.1
2022-12-17,BQ.1
2022-12-16,BQ.1.13
2022-12-17,BQ.1.1
2022-12-16,BE.1.2.1
2022-12-13,BQ.1
2022-12-17,BE.1.2.1
2022-12-16,BQ.1.1.1
2022-12-16,BF.11
2022-12-14,BQ.1.2
2022-12-14,BQ.1.1.3
2022-12-18,BE.1.2.1
2022-12-14,BF.11.1
2022-12-18,BA.5.3.1
2022-12-17,XBB.1
2022-12-14,BQ.1.13
2022-12-15,XBM
2022-12-14,BQ.1.1
2022-12-15,BQ.1.1.10
2022-12-13,XBB.1
2022-12-15,BW.1.1
2022-12-13,BQ.1.1.30
2022-12-13,BA.5.2.63
2022-12-16,BQ.1.1
2022-12-14,BQ.1.5
2022-12-16,BQ.1.14
2022-12-14,BQ.1.3
2022-12-14,BQ.1.2
2022-12-15,BQ.1.1
2022-12-15,BE.1.2.1
2022-12-12,XBB.1.15
2022-12-17,BF.11
2022-12-16,BQ.1.12
2022-12-16,BQ.1.1
2022-12-16,BQ.1.12
2022-12-16,BQ.1.30
2022-12-16,CA.5
2022-12-13,BQ.1.10.1
2022-12-15,BQ.1.1.7
2022-12-15,BF.11
2022-12-17,BA.5.2.22
2022-12-13,BQ.1.1
2022-12-15,CN.2
2022-12-15,CZ.2
2022-12-15,CK.1
2022-12-16,BQ.1
2022-12-16,BQ.1.1.1
2022-11-27,BA.5.1
2022-11-03,BA.5.2.13
2022-10-24,BA.4.6
2022-10-25,BA.5.2
2022-11-02,BE.1
2022-11-02,BE.3
2022-11-03,BA.5.2.13
2022-11-03,BA.5.2.13
2022-11-04,BQ.1.13
2022-11-04,BQ.1.13
2022-10-26,BA.5.2.13
2022-10-25,BA.5.2.9
2022-10-26,BA.5.2
2022-10-26,BA.2.75.2
2022-10-26,BF.10
2022-10-27,BA.2.75.2
2022-10-25,BQ.1.19
2022-10-25,BA.2.75.2
2022-10-26,BA.5.1
2022-10-26,BA.5.5
2022-10-26,BE.1.2.1
2022-10-26,BA.5.2.26
2022-10-24,BA.5.2.1
2022-10-26,BA.5.2.34
2022-10-25,BA.5.2.22
2022-10-25,BA.5.1.1
2022-10-26,BA.4.6
2022-10-26,BA.4.6
2022-10-26,BA.5.2.1
2022-10-26,BA.5.2
2022-10-26,BQ.1.2
2022-10-26,BQ.1.2
2022-10-26,XBB
2022-10-27,BF.7.21
2022-10-24,BF.7
2022-10-27,BF.5
2022-10-26,BE.1.4
2022-10-27,BA.5.1.2
2022-10-24,BF.28
2022-12-12,BQ.1.1
2022-12-12,BA.5.2.34
2022-12-10,BQ.1.1
2022-12-09,BQ.1.2
2022-12-08,BQ.1.1
2022-12-18,BF.11.3
2022-12-22,BF.11
2022-12-20,BQ.1
2022-12-22,BN.1.3
2022-12-24,CK.1
2022-12-27,BQ.1
2022-12-07,BQ.1.2
2022-12-07,BA.5.2.1
2022-12-07,BA.5.2.1
2022-12-21,BQ.1.1
2022-12-02,BQ.1.2
2022-12-24,BQ.1.10
2022-12-07,BA.5.2.1
2022-12-22,BQ.1
2022-12-15,BQ.1.1
2022-12-27,XBB
2022-12-30,BW.1.1
2022-12-07,BA.5.2.1
2022-12-21,BQ.1.1
2022-12-18,BQ.1
2022-12-27,BA.5.1
2022-12-27,XBB.1.5
2022-12-31,BA.5.2.34
2022-12-07,BQ.1.2
2022-12-08,BQ.1.1
2022-12-09,BF.7
2022-12-10,BN.1.5
2022-12-09,BF.7.5
2022-12-10,BW.1.1.1
2022-12-09,BW.1.1.1
2022-12-22,BQ.1.1
2022-12-22,BQ.1.1.1
2022-12-22,BQ.1.1.5
2022-12-19,BQ.1.12
2022-12-20,BQ.1.1.6
2022-12-08,BQ.1
2022-12-10,BQ.1.1
2022-12-10,BA.5.1
2022-12-09,BQ.1.1
2022-12-07,BN.1.3
2022-12-07,BQ.1.2
2022-12-07,CM.4
2022-12-06,BQ.1.2
2022-12-07,BQ.1.1
2022-12-10,BQ.1.1
2022-12-09,BQ.1.2
2022-12-09,BA.5.1
2022-12-08,BQ.1.1
2022-12-07,BQ.1.1
2022-12-10,BQ.1
2022-12-11,BA.5.2
2022-12-21,CP.1
2022-12-21,BQ.1.30
2022-12-20,BQ.1.1.30
2022-12-25,BQ.1.1
2022-12-13,BQ.1.1
2022-12-23,BQ.1.1
2022-12-29,BQ.1.12
2022-12-07,BF.7.5
2022-12-07,BF.7.5
2022-12-11,BA.5.2
2022-12-11,BQ.1
2022-12-10,BQ.1.2
2022-12-09,BQ.1.1.1
2022-12-10,BQ.1.1.67
2022-12-19,BF.11
2022-12-20,BQ.1
2022-12-22,BQ.1.1.51
2022-12-24,BQ.1.23
2022-12-21,BQ.1.1
2022-12-28,BQ.1.1.7
2022-12-10,BQ.1.2
2022-12-20,BA.5.2.9
2022-12-20,BQ.1.1.30
2022-12-23,BA.5.2.1
2022-12-21,BQ.1.1.41
2022-12-19,BQ.1.5
2022-12-17,BQ.1.10.1
2022-12-28,BQ.1.1
2022-12-30,BA.5.2.34
2022-12-30,BA.5.2
2022-12-14,BQ.1.2
2022-12-17,BQ.1.1
2022-12-18,BF.7
2022-12-18,CH.1.1
2022-12-18,BQ.1.2
2022-12-01,BQ.1.1.5
2022-12-02,BA.5.2
2022-12-01,BQ.1
2022-12-20,BQ.1
2022-12-26,BF.7
2022-12-02,BQ.1.1.67
2022-11-30,BN.1
2022-11-30,BN.1
2022-12-01,BF.7
2022-11-30,BA.5
2022-12-01,BQ.1.11
2022-12-03,BQ.1.1.5
2022-12-03,BQ.1.1.67
2022-12-04,BQ.1.1.5
2022-12-02,BA.5.2.14
2022-12-01,BF.7
2022-12-02,BN.1
2022-12-02,BN.1
2022-12-02,BA.5.2.14
2022-12-04,BQ.1.2
2022-12-04,BQ.1.2
2022-12-03,BQ.1.11
2022-12-20,BQ.1.1
2022-12-20,BQ.1.1
2022-12-02,BQ.1.1
2022-12-03,BQ.1.1
2022-12-02,BF.11
2022-12-03,BQ.1.2
2022-12-02,BQ.1.1.67
2022-12-02,BQ.1.2
2022-12-02,BF.7
2022-12-02,BA.5.2.1
2022-12-02,BQ.1.2
2022-12-02,BQ.1.1
2022-12-03,BF.7.27
2022-12-02,BQ.1.1
2022-12-04,BQ.1.2
2022-12-05,BQ.1.1.67
2022-12-05,BQ.1.1.67
2022-12-05,BQ.1.1
2022-12-30,BQ.1.1
2022-11-27,BQ.1.2
2022-11-28,BQ.1.1
2022-12-07,BF.10
2022-12-07,BQ.1
2022-12-07,CK.3
2022-12-25,BQ.1
2022-12-23,BN.1.3
2022-12-30,BQ.1.1
2022-12-07,BQ.1.1.5
2022-12-07,BF.7.22
2022-12-08,BQ.1
2022-12-07,BQ.1.1.10
2022-12-08,BQ.1.1.5
2022-12-08,BQ.1.13
2022-12-08,BA.5.1
2022-12-08,BQ.1.1
2022-12-07,BF.7
2022-12-09,BA.5.1
2022-12-09,BQ.1
2022-12-09,BQ.1
2022-12-08,BQ.1.1.5
2022-12-09,BA.5.1
2022-12-10,BA.5.1
2022-12-10,BA.5.1
2022-12-08,BA.5.2.1
2022-12-10,BA.5.2.1
2022-12-11,BQ.1
2022-12-09,BQ.1.1.5
2022-12-10,BA.5.1
2022-12-10,BQ.1.1.67
2022-12-09,BQ.1.1.5
2022-12-10,BA.5.1
2022-12-10,CM.2
2022-12-11,BQ.1
2022-12-11,BQ.1.1.67
2022-12-11,BQ.1
2022-12-11,BQ.1
2022-12-10,BQ.1.1.5
2022-12-11,BQ.1
2022-12-10,BQ.1.1
2022-12-10,BQ.1.2
2022-12-10,BF.7.4.1
2022-12-10,BQ.1.1.67
2022-12-10,BQ.1.12
2022-12-10,BA.5.2.20
2022-12-10,BQ.1.2
2022-12-10,BA.5.2.1
2022-12-12,BQ.1.1.5
2022-12-12,BQ.1.2
2022-12-12,BQ.1.2
2022-12-12,BQ.1.1.67
2022-12-11,CM.2
2022-12-12,BQ.1.1.7
2022-12-19,EE.3
2022-12-13,BN.1
2022-12-21,BQ.1.1.10
2022-12-22,BQ.1.1
2022-12-10,CK.1
2022-12-09,BA.5.2.1
2022-12-10,BQ.1.8
2022-12-08,BF.26
2022-12-07,BA.5.5.1
2022-12-10,BQ.1.1
2022-12-07,BA.5.5.1
2022-12-06,BQ.1.1
2022-12-07,BF.7.5
2022-12-06,BQ.1.1
2022-12-07,BF.7.5
2022-12-07,BQ.1.8
2022-12-13,BQ.1.1.7
2022-12-13,BQ.1.1.5
2022-12-13,BA.5.1
2022-12-13,BQ.1
2022-12-06,BA.5.2.6
2022-12-17,BQ.1.1.5
2022-12-05,BA.5.2.1
2022-12-20,BQ.1.1.3
2022-12-20,BA.5.2.34
2022-12-22,BQ.1.1.60
2022-12-26,BQ.1
2022-12-30,BN.1.3
2022-12-12,BQ.1.1
2022-12-12,BQ.1.1
2022-12-12,BQ.1.2
2022-12-12,BF.10
2022-12-20,BF.26
2022-12-22,CZ.2
2022-12-20,BA.5.2.13
2022-12-27,BA.5.1
2022-12-12,BN.1.3.5
2022-12-12,BQ.1.12
